loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,issue_d_Jan-2019,issue_d_Mar-2019,initial_list_status_w,next_pymnt_d_May-2019,application_type_Joint App,loan_status
30000,0.1502,714.02,120000,10.65,0,2,21,0,18676,23,29318.72,29318.72,1403.01,1403.01,681.28,721.73,0,0,0,714.02,0,1,0,0,548548,5,1,1,2,4,31931,100,3,6,10595,46,78000,2,0,8,10,26121,50895,26.2,0,0,22,43,4,4,1,4,4,0,6,7,12,12,2,18,19,7,21,0,0,0,5,100,0,0,0,609575,51004,69000,32095,1,0,0,1,0,0,0,1,1,0,low_risk
30000,0.0819,942.73,139992,14.32,0,0,8,0,21762,23,28519,28519,1871.81,1871.81,1481,390.81,0,0,0,942.73,0,1,0,0,58502,0,2,1,1,8,36740,47,0,0,21037,35,68100,4,2,4,1,7313,44978,32.5,0,0,95,173,25,8,1,25,6,0,4,5,5,8,9,6,13,5,8,0,0,0,1,100,0,0,0,117572,58502,66600,49472,0,1,0,1,0,0,0,1,1,0,low_risk
21000,0.1992,779.58,300000,22.02,0,1,26,0,55357,51,20130.89,20130.89,1535.92,1535.92,869.11,666.81,0,0,0,779.58,0,1,0,0,778544,3,10,2,2,2,158014,84,2,2,19202,73,91300,1,0,4,4,29944,27007,64.8,0,0,170,198,5,2,9,5,3,0,9,13,10,12,22,14,20,13,26,0,0,0,4,100,30,0,0,892021,213371,75700,184356,1,0,0,0,0,0,0,1,1,0,low_risk
4000,0.1894,146.51,34000,18.07,1,0,8,0,2818,9,3831.93,3831.93,288.81,288.81,168.07,120.74,0,0,0,146.51,0,1,0,0,15615,0,2,1,2,10,12797,73,3,3,2818,53,11800,1,1,1,5,1952,4182,40.3,0,0,24,83,9,9,0,12,10,0,1,1,2,2,2,6,7,1,8,0,0,0,4,88.9,0,0,0,29383,15615,7000,17583,1,0,0,1,0,0,0,1,1,0,low_risk
11000,0.1298,250.18,58000,35.4,0,0,30,0,30125,43,10736.19,10736.19,492.43,492.43,263.81,228.62,0,0,0,250.18,0,1,0,0,75485,0,2,2,2,9,45360,88,4,9,4358,22,167900,0,5,2,11,2516,74013,21.1,0,0,147,87,8,8,0,8,9,0,12,20,16,16,9,28,34,20,30,0,0,0,6,100,0,0,0,217241,75485,93800,49341,0,0,1,1,0,0,0,1,1,0,low_risk
25000,0.1298,568.58,80686,12.55,0,0,9,0,7185,16,24701.84,24701.84,685.76,685.76,298.16,387.6,0,0,0,703.79,0,1,0,0,154063,0,3,0,1,14,41711,75,0,1,3515,68,16200,1,3,0,2,17118,9015,44.4,0,0,267,95,17,14,1,17,14,1,4,4,5,5,8,5,7,4,9,0,0,0,0,87.5,20,0,0,226788,48896,16200,55691,1,0,0,1,0,0,0,1,0,0,low_risk
6000,0.234,233.52,200000,23.18,0,1,14,0,54029,31,5764.69,5764.69,459.24,459.24,235.31,223.93,0,0,0,233.52,0,1,0,0,318128,2,2,2,5,1,29320,99,0,0,10639,94,59200,4,0,3,5,24471,1787,95.8,0,0,203,303,57,1,3,57,1,0,6,9,6,10,11,10,16,9,14,0,0,0,2,100,100,0,0,419261,124712,42500,29609,1,0,0,1,0,0,0,1,1,0,low_risk
35000,0.1691,1246.28,122000,13.86,0,1,21,0,17080,40,34246.92,34246.92,1460.01,1460.01,753.08,706.93,0,0,0,1492.89,0,1,0,0,72202,2,7,0,2,15,55057,75,1,2,8002,35,129900,0,1,2,5,3438,110935,12.1,0,0,181,161,2,2,0,2,2,5,5,6,11,16,16,13,22,6,21,0,0,0,2,87.5,0,0,0,207101,72202,126200,73071,1,0,0,0,0,0,0,1,0,0,low_risk
6700,0.0756,208.6,83000,14.46,0,0,10,0,8689,14,6366.17,6366.17,429.87,429.87,333.83,96.04,0,0,0,208.6,0,1,0,0,347770,1,2,0,1,16,23327,53,2,4,4452,33,53300,4,0,0,6,34777,40238,14.9,0,0,52,169,5,5,1,8,14,0,2,3,5,6,2,6,10,3,10,0,0,0,2,100,0,0,0,420049,32016,47300,43748,1,0,0,0,0,0,0,1,1,0,low_risk
15000,0.1992,396.75,43200,29.47,3,0,13,0,10855,35,14223.89,14223.89,1251.9,1251.9,776.11,475.79,0,0,0,396.75,0,1,0,0,123182,1,1,0,1,23,1853,35,1,3,5625,27,41500,0,4,1,4,9476,17090,27.6,0,0,125,258,3,3,4,15,10,3,4,7,5,12,7,11,24,7,13,0,0,3,1,91.4,0,0,0,168535,12708,23600,5375,0,1,0,0,0,0,0,1,1,0,low_risk
20000,0.1131,437.95,60000,15.66,0,1,6,0,20843,26,19498.75,19498.75,863.33,863.33,501.25,362.08,0,0,0,437.95,0,1,0,0,307490,0,1,0,0,57,57938,72,0,0,3974,82,24200,0,4,1,0,51248,26,99.3,0,0,168,162,128,31,2,145,0,1,1,2,1,2,19,3,5,2,6,0,0,0,0,92,100,0,0,325752,78781,4000,60990,1,0,0,1,0,0,0,1,1,0,low_risk
3000,0.1131,98.66,40000,22.71,3,0,15,0,2534,21,2858.57,2620.35,195.44,179.15,141.43,54.01,0,0,0,98.66,0,1,0,0,62099,0,13,0,1,13,59565,97,0,0,1951,96,3200,3,0,0,1,4140,666,79.2,0,0,185,55,34,13,0,41,14,3,2,2,2,2,16,2,5,2,15,0,0,3,0,47.6,50,0,0,64551,62099,3200,61351,0,0,1,1,0,0,0,0,1,0,low_risk
18000,0.1992,476.09,70000,13.49,0,0,8,0,10441,19,17642.48,17642.48,932.26,932.26,357.52,574.74,0,0,0,476.09,0,1,0,0,236261,2,1,0,2,22,19292,80,2,3,3501,56,29300,1,2,1,6,29533,16425,29.2,0,0,117,188,5,5,1,5,10,1,3,4,4,5,7,6,11,4,8,0,0,0,3,78.9,0,0,0,262388,29733,23200,24045,1,0,0,0,0,0,0,1,1,0,low_risk
15000,0.0702,463.3,96000,20.14,0,0,16,1,15925,28,14246.7,14246.7,920.75,920.75,753.3,167.45,0,0,0,463.3,0,1,0,0,367343,0,3,1,3,7,68572,88,0,2,9782,69,44200,0,6,1,5,24490,8518,55.9,0,0,163,174,17,7,3,53,11,1,2,3,5,5,10,12,15,3,16,0,0,0,1,96.4,40,1,0,419292,84497,19300,78385,1,0,0,0,1,0,0,1,1,0,low_risk
8000,0.1691,284.87,40000,31.02,0,2,8,0,3230,22,7653.3,7653.3,562.22,562.22,346.7,215.52,0,0,0,284.87,0,1,0,0,40762,3,4,3,6,6,37532,81,2,2,1874,78,6000,9,1,3,8,5095,427,85.8,0,0,140,47,5,5,0,5,6,0,2,3,2,2,18,4,4,3,8,0,0,0,5,100,50,0,0,52623,40762,3000,46623,0,0,1,1,0,0,0,1,1,0,low_risk
20000,0.1356,460.82,50000,18.53,0,0,11,0,9733,20,19527.71,19527.71,906.57,906.57,472.29,434.28,0,0,0,460.82,0,1,0,0,142996,0,2,2,2,8,25994,89,0,0,4915,60,30700,0,0,5,2,13000,16401,34.1,0,0,120,294,52,8,3,52,8,0,3,6,4,5,6,8,11,6,11,0,0,0,2,100,0,0,0,172668,35727,24900,29168,1,0,0,0,0,0,0,1,1,1,low_risk
20000,0.1894,732.52,30000,36.68,5,0,9,0,6241,26,19159.71,19159.71,1444,1444,840.29,603.71,0,0,0,732.52,0,1,0,0,167952,1,1,0,0,50,4949,31,3,4,4817,37,14200,0,2,12,4,18661,3002,67.4,0,0,177,194,4,4,2,4,3,0,2,3,2,8,6,7,18,3,9,0,0,1,3,57.7,0,0,0,207430,11190,9200,15758,1,0,0,0,0,0,0,0,1,1,low_risk
36550,0.2631,1101.05,41000,71.72,0,0,16,0,24388,33,35944.04,35944.04,1934.99,1934.99,605.96,1329.03,0,0,0,1101.05,0,1,0,0,92657,0,4,2,2,9,68269,61,0,1,6694,57,46500,0,4,6,3,5791,3600,75,0,0,125,134,18,9,0,18,8,0,2,4,4,7,16,12,17,4,16,0,0,0,2,97,50,0,0,138904,92657,14400,92404,1,0,0,0,1,0,0,1,0,1,low_risk
22000,0.1298,500.35,70000,24,0,0,9,0,17381,21,21472.39,21472.39,1024.51,1024.51,527.61,496.9,0,0,0,500.35,0,1,0,0,202613,0,2,0,0,25,35692,69,0,2,4787,66,28500,0,3,5,3,25327,8715,61.3,0,0,73,119,19,19,3,19,1,0,4,5,4,7,6,6,12,5,9,0,0,0,0,100,50,0,0,233651,53073,22500,51726,1,0,0,1,0,0,0,1,1,0,low_risk
10000,0.0881,317.12,21504,16.13,0,0,6,0,2386,12,9510.8,9510.8,629.35,629.35,489.2,140.15,0,0,0,317.12,0,1,0,0,6159,0,1,0,1,13,3773,76,1,1,253,46,8300,1,0,1,2,1027,1247,16.9,0,0,133,130,7,7,0,26,7,3,1,3,1,5,2,5,10,3,6,0,0,0,1,41.7,0,0,0,13300,6159,1500,5000,0,0,1,0,0,0,0,1,1,1,low_risk
24000,0.234,682.1,20000,61.58,1,0,10,0,18085,21,23567.63,23567.63,1489,1489,432.37,1056.63,0,0,0,682.1,0,1,0,0,170154,0,1,0,0,39,3377,34,1,1,8437,67,21900,0,3,4,1,21269,2698,79.2,0,0,117,132,11,11,3,11,6,0,3,6,4,6,7,8,11,6,10,0,0,0,1,95.2,66.7,0,0,190965,21462,13000,10000,1,0,0,0,0,0,0,1,1,1,low_risk
24000,0.0819,754.18,170000,39.26,0,0,26,0,78597,51,22815.21,22815.21,1497.44,1497.44,1184.79,312.65,0,0,0,754.18,0,1,0,0,786669,0,13,2,3,12,202848,66,1,3,24384,67,113500,1,1,1,6,30257,15624,82.3,0,0,176,165,11,11,2,21,12,0,6,9,8,8,36,12,13,9,26,0,0,0,3,100,62.5,0,0,932937,281445,88400,277198,0,0,0,1,0,0,0,1,1,0,low_risk
33650,0.1131,1106.61,56000,33.54,0,0,8,0,171,14,32063.64,32063.64,2128.65,2128.65,1586.36,542.29,0,0,0,1106.61,0,1,0,0,31085,0,2,1,2,7,30914,67,1,1,171,41,29900,1,2,2,3,3886,29729,0.6,0,0,149,91,11,7,0,11,7,0,1,1,6,6,6,6,8,1,8,0,0,0,2,100,0,0,0,75900,31085,29900,46000,0,0,1,1,0,0,0,1,0,1,low_risk
8500,0.0881,269.55,25000,81.08,0,0,9,0,1133,20,8084.19,8084.19,534.94,534.94,415.81,119.13,0,0,0,269.55,0,1,0,0,83045,0,3,3,5,8,81912,64,1,2,941,39,9700,4,0,3,7,9227,4459,17.4,0,0,159,145,7,7,1,35,9,0,1,2,2,3,11,6,8,2,9,0,0,0,4,95,0,0,0,102011,83045,5400,92311,0,1,0,1,0,0,0,1,1,1,low_risk
20000,0.1447,688.13,75500,14.26,0,0,23,0,17434,26,19100.68,19100.68,1360.18,1360.18,899.32,460.86,0,0,0,688.13,0,1,0,0,86233,1,15,1,2,5,68799,97,0,3,5140,87,28300,0,0,1,5,3749,2948,84.8,0,0,88,48,18,5,0,18,9,0,5,6,6,7,15,8,11,6,23,0,0,0,1,100,83.3,0,0,99550,86233,19400,71250,0,0,1,1,0,0,0,1,1,0,low_risk
9000,0.0819,282.82,35000,14.57,0,0,11,0,9820,19,8555.7,8555.7,586.11,586.11,444.3,141.81,0,0,0,282.82,0,1,0,0,11327,1,1,0,1,21,1507,50,2,5,3359,33,31800,1,0,1,6,1030,18843,20.5,0,0,140,161,6,6,0,6,10,0,3,4,8,11,4,10,15,4,11,0,0,0,2,100,0,0,0,34800,11327,23700,3000,0,0,1,1,0,0,0,1,1,0,low_risk
32000,0.2235,890.19,90000,18.71,0,0,6,0,24453,9,31406.14,31406.14,1919.45,1919.45,593.86,1325.59,0,0,0,890.19,0,1,0,0,41980,1,2,0,2,19,17527,67,1,1,10439,73,31200,2,0,0,3,6997,6747,78.4,0,0,128,83,6,6,1,6,19,0,4,4,4,5,3,4,5,4,6,0,0,0,1,100,75,0,0,57200,41980,31200,26000,0,0,1,1,0,0,0,0,1,0,low_risk
8500,0.1356,288.7,63315,23.1,3,0,10,0,10084,22,8307.35,8307.35,314.32,314.32,192.65,121.67,0,0,0,320.72,0,1,0,0,218230,0,2,0,1,16,21545,59,0,1,2967,63,13500,2,0,2,2,21823,491,93,0,0,129,147,24,16,1,24,6,4,3,7,3,5,9,7,12,7,10,0,0,1,0,70,100,0,0,265511,31629,7000,36641,1,0,0,0,0,0,0,1,1,0,low_risk
15000,0.1797,380.66,37500,29.6,0,0,12,0,14229,24,14685.59,14685.59,746.34,746.34,314.41,431.93,0,0,0,380.66,0,1,0,0,43341,0,9,0,0,31,29112,60,3,4,5278,63,20300,1,0,0,4,3612,6071,70.1,0,0,126,71,11,11,1,11,21,0,3,3,3,6,17,3,6,3,12,0,0,0,3,95,66.7,0,0,68770,43341,20300,48470,0,0,1,0,1,0,0,1,1,0,low_risk
23100,0.118,511.52,59288,12.45,0,1,40,0,33861,59,22528.46,22528.46,1007.9,1007.9,571.54,436.36,0,0,0,511.52,0,1,0,0,342250,2,17,0,1,18,69139,120,4,8,10761,63,107300,0,0,3,11,8556,45001,42.5,0,0,144,150,3,3,4,3,1,0,7,9,10,16,21,21,34,9,40,0,0,0,4,100,30,0,0,442524,103000,78300,57500,1,0,0,0,1,0,0,1,1,0,low_risk
15000,0.0819,305.52,88815,20.39,0,0,19,0,33754,39,14592.32,14592.32,604.22,604.22,407.68,196.54,0,0,0,305.52,0,1,0,0,258995,0,4,0,1,19,32826,61,2,2,11683,44,99300,0,0,2,3,13631,60346,35.7,0,0,164,196,11,11,3,11,8,0,6,8,12,14,14,14,22,8,19,0,0,0,2,100,25,0,0,357212,66580,93900,53756,1,0,0,0,0,0,0,1,1,0,low_risk
9600,0.0819,301.68,42000,39.34,0,0,14,0,11739,30,9126.07,9126.07,598.99,598.99,473.93,125.06,0,0,0,301.68,0,1,0,0,36035,0,4,0,1,21,24296,55,0,2,2272,57,18900,2,12,1,3,2574,1067,89.2,0,0,243,148,22,21,0,23,11,1,5,6,5,7,14,10,15,6,14,0,0,0,0,96.7,80,0,0,63181,36035,9900,44281,0,0,1,0,0,0,0,1,1,0,low_risk
40000,0.0819,814.7,129000,22.28,0,0,16,0,50970,30,38912.9,38912.9,1611.2,1611.2,1087.1,524.1,0,0,0,814.7,0,1,0,0,338825,0,2,0,0,25,38028,59,0,0,10455,75,54400,0,0,0,0,21177,1988,95.7,0,0,294,147,33,25,3,56,19,0,10,12,10,13,9,12,18,12,16,0,0,0,0,100,90,0,0,394844,88998,46600,64744,1,0,0,0,1,0,0,1,1,0,low_risk
15000,0.234,583.78,58000,30.42,0,1,11,0,11138,32,14411.76,14411.76,1235.81,1235.81,588.24,647.57,0,0,0,583.78,0,1,0,0,91560,0,3,2,5,9,80422,81,0,2,11138,62,32300,1,4,3,7,8324,12362,47.4,0,0,161,128,13,9,0,29,5,0,1,1,4,5,20,8,12,1,11,0,0,0,2,93.8,0,0,0,114251,91560,23500,81951,1,0,0,0,1,0,0,0,1,0,low_risk
7500,0.1298,252.64,115000,33.44,0,1,18,0,97121,30,7155.11,7155.11,499.87,499.87,344.89,154.98,0,0,0,252.64,0,1,0,0,279263,1,4,1,4,7,63320,84,1,1,10192,60,165000,2,2,3,5,15515,58600,45.6,0,0,174,368,5,5,2,5,5,0,10,12,10,11,13,13,15,12,18,0,0,0,2,100,20,0,0,372738,160441,107700,75238,1,0,0,0,0,0,0,1,1,0,low_risk
13500,0.0819,274.97,93000,26.43,0,0,18,0,30616,37,13133.09,13133.09,543.8,543.8,366.91,176.89,0,0,0,274.97,0,1,0,0,315164,0,7,1,1,11,29899,45,0,1,7443,45,69100,1,10,2,2,17509,17963,56.3,0,0,185,162,19,11,2,19,11,0,5,7,6,8,16,10,19,7,18,0,0,0,1,100,33.3,0,0,405890,60515,41100,66664,1,0,0,1,0,0,0,1,1,0,low_risk
2500,0.1797,90.35,20000,25.39,0,0,14,1,2407,18,2393.38,2393.38,178.2,178.2,106.62,71.58,0,0,0,90.35,0,1,0,0,13539,2,1,0,1,17,11132,83,2,5,781,36,24600,4,0,1,6,967,12212,8.9,0,0,141,341,4,4,0,4,7,1,2,7,5,5,2,13,16,7,14,0,0,0,2,88.9,0,1,0,37973,13539,13400,13373,0,0,1,0,0,0,0,1,1,0,low_risk
13000,0.0756,404.74,101000,17.28,0,0,13,0,12691,25,12342.17,12342.17,841.3,841.3,657.83,183.47,0,0,0,404.74,0,1,0,0,305399,2,2,1,2,4,55324,98,2,3,3235,56,36700,2,0,2,5,23492,7262,55.2,0,0,124,157,1,1,4,16,4,1,4,8,5,8,3,10,18,8,13,0,0,0,3,96,40,0,0,362226,68015,16200,64538,1,0,0,1,0,0,0,1,1,0,low_risk
20500,0.1356,696.27,138000,4.77,0,0,6,0,15290,11,19565.51,19565.51,1377.1,1377.1,934.49,442.61,0,0,0,696.27,0,1,0,0,19012,0,1,0,1,22,3722,34,1,2,8170,42,34000,1,4,2,3,3169,18710,45,0,0,83,82,9,9,0,9,4,0,4,4,5,6,5,5,6,4,6,0,0,0,1,81.8,20,0,0,45000,19012,34000,11000,1,0,0,0,0,0,0,1,1,0,low_risk
14000,0.0881,443.96,70000,10.75,0,1,8,0,10381,11,11798.95,11798.95,2381.07,2381.07,2201.05,180.02,0,0,0,443.96,0,1,0,525,249968,1,1,0,0,41,7470,42,0,3,7881,47,20100,1,0,2,4,31246,8819,54.1,0,0,41,70,16,4,1,16,5,1,2,2,4,5,1,6,8,2,8,0,0,0,1,100,0,0,0,270734,17851,19200,17634,1,0,0,1,0,0,0,1,1,0,low_risk
15400,0.0756,479.47,85824,17.65,0,0,12,0,6940,18,14632.69,14632.69,952.47,952.47,767.31,185.16,0,0,0,479.47,0,1,0,0,47777,0,2,0,1,14,40837,69,0,3,4087,27,40400,1,1,0,4,3981,25560,21.4,0,0,87,167,15,14,0,18,14,0,2,2,5,6,6,9,11,2,12,0,0,0,0,100,0,0,0,108099,47777,32500,65465,0,0,1,0,0,0,0,1,1,0,low_risk
3500,0.0819,109.99,19176,32.98,0,0,6,0,3401,12,3327.21,3327.21,218.39,218.39,172.79,45.6,0,0,0,109.99,0,1,0,0,11500,1,2,0,2,14,8099,57,1,1,1628,31,23300,1,0,0,3,1917,11769,21.5,0,0,136,153,6,6,0,77,14,0,2,4,2,4,4,4,8,4,6,0,0,0,1,100,0,0,0,37536,11500,15000,14236,0,0,1,0,0,0,0,1,1,0,low_risk
21600,0.118,478.3,129600,22.43,0,0,14,0,9087,24,21067.68,21067.68,966.36,966.36,532.32,410.12,23.92,0,0,478.3,0,1,0,0,137590,1,5,2,5,5,128503,85,1,4,6209,52,46700,4,0,9,9,9828,19791,23.9,0,0,56,90,10,5,0,15,6,0,1,2,3,3,12,9,12,2,14,0,0,0,3,100,33.3,0,0,187005,137590,26000,140305,0,1,0,0,1,0,0,1,1,0,low_risk
40000,0.0819,814.7,36000,35.5,0,1,11,0,30915,19,38912.9,38912.9,1702.2,1702.2,1087.1,615.1,0,0,0,814.7,0,1,0,0,241045,1,1,1,1,3,24508,98,0,0,10859,57,71700,0,3,3,1,24105,35885,46.3,0,0,156,453,165,3,3,165,3,0,5,5,7,9,4,9,12,5,11,0,0,0,1,94.7,16.7,0,0,306200,55423,66800,25000,1,0,0,1,0,0,0,1,1,1,low_risk
13500,0.1797,342.6,62000,29.06,0,1,16,0,26052,28,13217.02,13217.02,671.72,671.72,282.98,388.74,0,0,0,342.6,0,1,0,0,66651,2,2,0,1,18,40169,64,3,4,12979,51,67700,0,0,1,5,4443,33548,43.7,0,0,129,144,2,2,0,2,2,1,5,5,11,16,3,13,23,6,16,0,0,0,3,96.4,10,0,0,130524,66651,59600,62394,1,0,0,1,0,0,0,1,1,0,low_risk
33000,0.1691,818.54,67000,37.2,0,1,14,1,20739,25,32287.99,32287.99,1761.09,1761.09,712.01,1049.08,0,0,0,818.54,0,1,0,0,91142,0,3,2,4,10,70403,84,1,3,9279,44,90800,3,6,8,7,6510,52053,24.5,0,0,120,227,7,7,0,7,0,0,3,6,6,10,7,11,18,6,14,0,0,0,3,100,16.7,1,0,175499,91142,68900,84699,0,0,1,0,1,0,0,1,1,0,low_risk
33400,0.1614,814.71,175000,17.07,0,1,16,0,33173,25,32664.12,32664.12,1599.47,1599.47,735.88,863.59,0,0,0,814.71,0,1,0,0,79359,1,4,0,0,25,46186,36,2,5,16964,48,54000,0,2,1,5,4960,10555,75.6,0,0,221,244,6,6,0,22,6,0,4,7,5,8,8,12,17,7,16,0,0,0,2,100,60,0,0,159861,79359,43200,105861,1,0,0,1,0,0,0,1,1,0,low_risk
